GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,LISTED,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1007263,110031262112,2022,ALTO COLUMBIA LLC,71335 RAIL LOOP DRIVE,BOARDMAN,OR,97818,MORROW COUNTY,1,ALTO INGREDIENTS INC,PO Box 10,Pekin,IL,61555,100,325193
1007264,110035761912,2022,ALTO MAGIC VALLEY LLC,2600 WASHINGTON AVENUE,BURLEY,ID,83318,CASSIA COUNTY,1,ALTO INGREDIENTS INC,1300 South 2Nd Street,Pekin,IL,61554,100,325193
1003707,110070746904,2022,Philip Morris USA,3601 Commerce Road,Richmond,VA,23234,RICHMOND CITY,1,ALTRIA GROUP INC,6601 West Broad Street,Richmond,VA,23230,100,312230
1006268,110008181644,2022,PHILIP MORRIS USA - PARK 500,4100 BERMUDA HUNDRED ROAD,CHESTER,VA,23836,CHESTERFIELD COUNTY,1,ALTRIA GROUP INC,6601 West Broad Street,Richmond,VA,23230,100,312230
1000151,110017994376,2022,Peno Creek Energy Center,16303 PIKE 43,BOWLING GREEN,MO,63334,Pike,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000169,110007399396,2022,Raccoon Creek Power Plant,676 CYPRESS DRIVE,FLORA,IL,62839,Clay,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000192,110058928424,2022,Labadie,226 LABADIE POWER PLANT ROAD,LABADIE,MO,63055,Franklin,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000264,110043795275,2022,Goose Creek Power Plant,760 EAST 2150 NORTH ROAD,MONTICELLO,IL,61856,Piatt,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1000707,110001958515,2022,Meramec,8200 FINE RD,ST LOUIS,MO,63129,Saint Louis,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1001035,110000440210,2022,Rush Island,100 BIG HOLLOW ROAD,FESTUS,MO,63028,Jefferson,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1001362,110009387207,2022,Pinckneyville Power Plant,4646 WHITE WALNUT ROAD,PINCKNEYVILLE,IL,62274,Perry,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1001379,110071159532,2022,Audrain Power Plant,40897 HIGHWAY P,VANDALIA,MO,63382,Audrain,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1001528,110001287474,2022,Venice,701 MAIN ST,VENICE,IL,62090,Madison,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1004034,110071160131,2022,Ameren Missouri,1901 Chouteau Avenue,St. Louis,MO,63103,ST. LOUIS CITY,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221210
1007202,110064610292,2022,Sioux,8501 N STATE ROUTE 94,WEST ALTON,MO,63386,Saint Charles,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1007209,110071159560,2022,Kinmundy Power Plant,2816 KINOKA ROAD,PATOKA,IL,62875,Marion,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221112
1008026,110071160130,2022,Ameren Illinois,300 Liberty Street,Peoria,IL,61602,PEORIA COUNTY,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221210
1010811,110010724216,2022,Ameren Illinois Electric,300 Liberty Street,Peoria,IL,61602,PEORIA COUNTY,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221122
1010812,110054133479,2022,Ameren Missouri Electric,1901 Chouteau Avenue,St. Louis,MO,63103,ST. LOUIS CITY,1,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100,221122
1005432,110010495384,2022,AMERICAN AIRLINES,3800 NORTH MINGO ROAD,TULSA,OK,74116,TULSA COUNTY,1,AMERICAN AIRLINES GROUP INC,"1 Skyview Dr, MD 8B101",Fort Worth,TX,76155,100,481111
1005119,110064634098,2022,SIDNEY SUGARS INCORPORATED,35140 County Road 125,SIDNEY,MT,59270,RICHLAND COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1005751,110007602095,2022,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,1020 Business Hwy 2,EAST GRAND FORKS,MN,56721,POLK COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1005753,110056190704,2022,AMERICAN CRYSTAL SUGAR - HILLSBORO,121 Highway 81 NE,HILLSBORO,ND,58045,TRAILL COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1006354,110070273706,2022,AMERICAN CRYSTAL SUGAR - CROOKSTON,1201 Hwy 75 South,CROOKSTON,MN,56716,POLK COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1006877,110000427440,2022,AMERICAN CRYSTAL SUGAR - MOORHEAD,2500 NORTH 11TH STREET,MOORHEAD,MN,56560,CLAY COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1006878,110022357180,2022,American Crystal Sugar Company - Drayton,8152 Old Highway 44,Drayton,ND,58225,PEMBINA COUNTY,1,AMERICAN CRYSTAL SUGAR CO,101 North 3Rd Street,Moorhead,MN,56560,100,311313
1000375,110071161675,2022,Welsh Power Plant,FM RD 1735,PITTSBURG,TX,75686,Titus,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000487,110040606065,2022,Harry D. Mattison Power Plant,3046 West Liberty Avenue,TONTITOWN,AR,72762,Washington,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000839,110000605426,2022,Cardinal,306 COUNTY ROAD 7 EAST,BRILLIANT,OH,43913,Jefferson,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,32.8,221112
1000853,110071161497,2022,Kyger Creek,5758 STATE ROUTE 7 NORTH,CHESHIRE,OH,45620,Gallia,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000862,110070834591,2022,Northeastern,7300 E. Hwy 88,Oologah,OK,74053,Rogers,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000863,110064088142,2022,Southwestern,32034 County Street 2605,Anadarko,OK,73005,Caddo,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000864,110001634072,2022,Tulsa,3600 S ELWOOD,TULSA,OK,74102,Tulsa,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000934,110031507322,2022,Knox Lee Power Plant,306 KNOX LEE,LONGVIEW,TX,75603,Gregg,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000936,110071161578,2022,Wilkes Power Plant,HIGHWAY 49,AVINGER,TX,75630,Marion,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000967,110042086505,2022,John E Amos,1530 Winfield Road,Winfield,WV,25213,Putnam,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000976,110013725077,2022,Mitchell (WV),WV STATE ROUTE 2,CAPTINA,WV,26041,Marshall,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1000998,110071160512,2022,Riverside (4940),116TH ST S AND ARKANSAS RIVER,JENKS,OK,74037,Tulsa,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001037,110038159578,2022,Rockport,2791 NORTH US ROUTE 231,ROCKPORT,IN,47635,Spencer,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001052,110000585910,2022,Mountaineer (1301),1347 Graham Station Road,NEW HAVEN,WV,25265,Mason,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001176,110071160896,2022,H W Pirkey Power Plant,2396 FM RD 3251,HALLSVILLE,TX,75650,Harrison,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,85.94,221112
1001191,110001631707,2022,Comanche (8059),6601 SE 60TH ST,LAWTON,OK,73501,Comanche,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001396,110038917633,2022,Ceredo Generating Station,1662 WALKER BRANCH ROAD,HUNTINGTON,WV,25704,Wayne,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001531,110000402314,2022,Clifty Creek,1335 CLIFTY HOLLOW ROAD,MADISON,IN,47250,Jefferson,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001587,110071161618,2022,Big Sandy,23000 HWY 23,LOUISA,KY,41230,Lawrence,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001609,110071161627,2022,Arsenal Hill Power Plant,520 NORTH ALLEN,SHREVEPORT,LA,71101,Caddo,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001610,110070081798,2022,Lieberman Power Plant,11730 LA HWY 538,MOORINGSPORT,LA,71060,Caddo,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1003708,110000591930,2022,AEP Corporate SF6 Emissions,1 Riverside Plaza,Columbus,OH,43215,WASHINGTON COUNTY,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,93.34,221112
1003708,110000591930,2022,AEP Corporate SF6 Emissions,1 Riverside Plaza,Columbus,OH,43215,WASHINGTON COUNTY,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,93.34,221112
1005241,110013970621,2022,Weleetka Power Station,,Weleetka,OK,74880,OKFUSKEE COUNTY,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1007203,110000452910,2022,Flint Creek Power Plant,21797 SWEPCO PLANT ROAD,GENTRY,AR,72734,Benton,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,50,221112
1007359,110071161760,2022,Clinch River,STATE ROUTE 82,CLEVELAND,VA,24225,Russell,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1010575,110040565705,2022,Dresden Energy Facility,9595 McGlade School Road,Dresden,OH,43821,MUSKINGUM COUNTY,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100,221112
1010604,110028925581,2022,John W. Turk Power Plant,3711 Highway 355 South,Fulton,AR,71838,HEMPSTEAD COUNTY,1,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,73.33,221112
1001841,110043812158,2022,"Honda Development & Manufacturing of America, LLC",24000 Honda Parkway,Marysville,OH,43040,UNION COUNTY,1,AMERICAN HONDA MOTOR CO INC,1919 Torrance Blvd,Torrance,CA,90501,100,
1001842,110000393958,2022,HONDA DEVELOPMENT AND MANUFACTURING OF AMERICA *,12500 MERANDA RD.,ANNA,OH,45302,SHELBY COUNTY,1,AMERICAN HONDA MOTOR CO INC,1919 Torrance Blvd,Torrance,CA,90501,100,336310
1005341,110012234251,2022,HONDA MANUFACTURING OF ALABAMA LLC,1800 HONDA DRIVE,LINCOLN,AL,35096,TALLADEGA COUNTY,1,AMERICAN HONDA MOTOR CO INC,1919 Torrance Blvd,Torrance,CA,90501,100,
1010290,,2022,"American Honda Motor Co., Inc",1919 Torrance Blvd,Torrance,CA,90501,,1,AMERICAN HONDA MOTOR CO INC,1919 Torrance Blvd,Torrance,CA,90501,100,
1011124,110037389260,2022,"Honda Development & Manufacturing of America, LLC - Indiana Auto Plant",2755 North Michigan Avenue,Greensburg,IN,47240,DECATUR COUNTY,1,AMERICAN HONDA MOTOR CO INC,1919 Torrance Blvd,Torrance,CA,90501,100,
1005072,110071162473,2022,"AMGEN MANUFACTURING, LIMITED",RD 31 KM 24.6,JUNCOS,PR,00777,JUNCOS MUNICIPIO,1,AMGEN INC,One Amgen Center Drive,Thousand Oaks,CA,91320-1799,100,325412
1000399,110000582977,2022,UNION ELEC HARMON CREEK PLT,31 UNION ELECTRIC STEEL ROAD ROUTE 18 NORTH,BURGETTSTOWN,PA,15021,WASHINGTON COUNTY,1,AMPCO-PITTSBURGH CORP,"726 Bell Avenue, Suite 301",Carnegie,PA,15106,100,331110
1004613,110071160004,2022,BETA OCS PARCELS,,Offshore,CA,00000,,1,AMPLIFY ENERGY CORP,"500 Dallas Street, Suite 1600",Houston,TX,77002,100,211120
1010151,110071160383,2022,WERTZ UNIT EOR PROJECT,,BAIROIL,WY,82322,CARBON COUNTY,1,AMPLIFY ENERGY CORP,"500 Dallas Street, Suite 1600",Houston,TX,77002,100,211130
1010304,110071160758,2022,LOST SOLDIER UNIT EOR PROJECT,,BAIROIL,WY,82322,CARBON COUNTY,1,AMPLIFY ENERGY CORP,"500 Dallas Street, Suite 1600",Houston,TX,77002,100,211130
1003759,110000310084,2022,"Analog Devices, Inc./ Wilmington Manufacturing","1 Analog Way, MS-424",Wilmington,MA,01887,MIDDLESEX COUNTY,1,ANALOG DEVICES INC,One Analog Way,Wilmington,MA,01887,100,334413
1004746,110070754243,2022,ANALOG DEVICES,4200 NW PACIFIC RIM BLVD,CAMAS,WA,98607,CLARK COUNTY,1,ANALOG DEVICES INC,One Technology Way,Wilmington,MA,01887,100,334413
1009982,110022521706,2022,Analog Devices Inc,One Analog Way,Willmington,MA,01887,WASHINGTON COUNTY,1,ANALOG DEVICES INC,One Analog Way,Willmington,MA,01887,100,334413
1010183,,2022,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),1615 Wynkoop Street,Denver,CO,80202,,1,ANTERO RESOURCES CORP,1615 Wynkoop Street,Denver,CO,80202,100,211120
1010718,,2022,Antero Resources - 160 - Appalachian Basin (Utica),1615 Wynkoop Street,Denver,CO,80202,,1,ANTERO RESOURCES CORP,1615 Wynkoop Street,Denver,CO,80202,100,211120
1013385,110070081353,2022,Antero Clearwater Facility,364 Gum Run Road,Pennsboro,WV,26415,RITCHIE COUNTY,1,ANTERO RESOURCES CORP,1615 Wynkoop Street,Denver,CO,80202,100,213112
1001805,110009454964,2022,SEA ROBIN GAS PROCESSING PLANT,5627 ARISTIDE ROAD,ERATH,LA,70533,VERMILION PARISH,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,4.2,211130
1002735,110043815609,2022,EAST VACUUM LIQUID RECOVERY PLANT/CO2 PLANT,29 Vacuum Complex Lane,Lovington,NM,88260,LEA COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,11,211120
1008224,,2022,Apache Corporation - Gulf Coast Basin 220,"2000 Post Oak, Suite 100",Houston,TX,77056,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211130
1008278,110070081987,2022,Eugene Island 361 A,,Covington,LA,70433,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,6.18,211120
1009335,110071159807,2022,Presidio Petroleum 360 Anadarko Basin,500 West 7th Street,Fort Worth,TX,76102,TULSA COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211130
1009391,,2022,Apache Corporation - Permian Basin 430,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1009891,,2022,MC 194 A,"28.791111, -89.056389",Offshore,LA,00000,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,21.78,211120
1010507,110071159820,2022,Slaughter CO2 Injection Field Permian Basin 430,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,HOCKLEY COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1010508,110071159820,2022,Adair San Andres CO2 Injection Unit - Permian Basin 430,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,HOCKLEY COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1011158,110071159820,2022,Roberts CO2 Injection Field Permian Basin 430,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,HOCKLEY COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1012922,,2022,Alpine High Pipeline,303 Veterans Airpark Lane Suite 2000,Midland,TX,79705,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,221210
1013392,110070543180,2022,Apache Corporation - Gathering and Boosting Permian 430,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,HARRIS COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1013544,,2022,Diamond Cryo,1964 CR 2903,Balmorhea,TX,79718,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211130
1013556,110070716053,2022,"GCX Rankin Compressor Station, TX",,Midkiff,TX,79755,UPTON COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,16,486210
1013557,110070931028,2022,"GCX Waha Compressor Station, TX",,Coyanosa,TX,79730,PECOS COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,16,486210
1013567,110070715997,2022,"GCX Big Wells Compressor Station, TX",,Big Wells,TX,78830,DIMMIT COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,16,486210
1013572,110070715999,2022,"GCX Devils River Compressor Station, TX",34125 N US Hwy 277,Del Rio,TX,78840,VAL VERDE COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,16,486210
1013840,,2022,PHP Coyanosa Compressor Station,2629 Trailer House Road,Coyanosa,TX,79730,,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,26.67,486210
1013841,110071232218,2022,PHP Big Lake Compressor Station,3500 FM 1676,Big Lake,TX,76932,REAGAN COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,26.67,486210
1013842,110071232219,2022,PHP Junction Compressor Station,10905 FM 1674,McKavett,TX,76841,MENARD COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,26.67,486210
1013843,110071207504,2022,PHP 285 Compressor Station,1760 Jenschke Lane,Fredericksburg,TX,78624,GILLESPIE COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,26.67,486210
1013844,110071232220,2022,PHP Praha Compressor Station,1619 FM 1295,Moulton,TX,77975,LAVACA COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,26.67,486210
1013853,110070543180,2022,Apache Corporation - Gathering and Boosting Gulf Coast 220,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,HARRIS COUNTY,1,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100,211120
1007174,110071160834,2022,"ICG Beckley, LLC",2221 Old Eccles Road,Eccles,WV,25836,RALEIGH COUNTY,1,ARCH RESOURCES INC,"1 Cityplace Drive, Suite 300",St. Louis,MO,63141,100,
1007472,110071161249,2022,LEER SOUTH MINING COMPLEX,21550 BARBOUR COUNTY HIGHWAY,PHILIPPI,WV,26416,BARBOUR COUNTY,1,ARCH RESOURCES INC,"1 Cityplace Drive, Suite 300",St. Louis,MO,63141,100,
1009895,110010859339,2022,Mingo Logan Coal LLC,"State Route 17, Mountain Laurel Drive",Sharples,WV,25183,LOGAN COUNTY,1,ARCH RESOURCES INC,"1 Cityplace Drive, Suite 300",St. Louis,MO,63141,100,
1010310,110035847518,2022,West Elk Mine,5174 Highway 133,Somerset,CO,81434,GUNNISON COUNTY,1,ARCH RESOURCES INC,"1 Cityplace Drive, Suite 300",St. Louis,MO,63141,100,
1010871,110063111163,2022,Leer Mine,1200 Tygart Drive,Grafton,WV,26354,TAYLOR COUNTY,1,ARCH RESOURCES INC,"1 Cityplace Drive, Suite 300",St. Louis,MO,63141,100,212115
1000034,110067425799,2022,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,DES MOINES,IA,50313,POLK COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1000376,110040894761,2022,ADM QUINCY,2100 GARDNER EXPRESSWAY,QUINCY,IL,62305,ADAMS COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1001945,110000427128,2022,ARCHER DANIELS MIDLAND,400 WEST ERIE ROAD,MARSHALL,MN,56258,LYON COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311221
1002154,110013325507,2022,ADM - MANKATO,2019 3RD AVENUE,MANKATO,MN,56001,BLUE EARTH COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311225
1002916,110070681603,2022,ARCHER DANIEL MIDLAND COMPANY,3000 E 8TH STREET,COLUMBUS,NE,68601,PLATTE COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311221
1003215,110000592047,2022,ARCHER DANIELS MIDLAND,2191 W CR 0 NS,FRANKFORT,IN,46041,CLINTON COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1003476,110017981656,2022,Archer Daniels Midland,400 E. Holt St.,Mexico,MO,65265,AUDRAIN COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1005661,110050297936,2022,Archer Daniels Midland Co.,4666 FARIES PARKWAY,DECATUR,IL,62521,Macon,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311221
1005935,110002382680,2022,ARCHER DANIELS MIDLAND COMPANY,7800 THAYER STREET,LINCOLN,NE,68507,LANCASTER COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1005940,110000595115,2022,ARCHER DANIELS MIDLAND PROCESSING,1388 HIGHWAY 97,VELVA,ND,58790,MCHENRY COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1006047,110010507503,2022,ADM CORN PROCESSING,1350 WACONIA AVENUE SOUTHWEST,CEDAR RAPIDS,IA,52404,LINN COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311221
1006080,110027360399,2022,ADM SOUTHERN CELLULOSE PROD.IN,103 W 45TH ST,CHATTANOOGA,TN,37410,HAMILTON COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,322110
1006208,110000415630,2022,ADM CORN PROCESSING,1251 BEAVER CHANNEL PARKWAY,CLINTON,IA,52732,CLINTON COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311221
1010610,110033021888,2022,ADM Deerfield,17700 South Highway T,Deerfield,MO,64741,VERNON COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1011855,110002319982,2022,ADM Fostoria,608 FINDLAY ROAD,Fostoria,OH,44830,HANCOCK COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1011961,110012384561,2022,ADM Valdosta,1841 Clay Road,Valdosta,GA,31601,LOWNDES COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1013749,110000428136,2022,"Archer Daniels Midland Co. - Enderlin, ND",5525 136th Avenue SE,Enderlin,ND,58027,RANSOM COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1014236,110000350370,2022,ADM Southport,1730 E Moore Street SE,Southport,NC,28461,BRUNSWICK COUNTY,1,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,325199
1002795,110000916812,2022,ARCONIC TENNESSEE OPERATIONS,2300 N WRIGHT RD,ALCOA,TN,37701,BLOUNT COUNTY,1,ARCONIC CORP,"201 Isabella Street, Suite 400",Pittsburgh,PA,15212,100,331315
1003379,110000334200,2022,Arconic US LLC,1480 Manheim Pike,Lancaster,PA,17601,LANCASTER COUNTY,1,ARCONIC CORP,"201 Isabella Street, Suite 400",Pittsburgh,PA,15212,100,331315
1004649,110000404198,2022,ARCONIC LAFAYETTE LLC,3131 E MAIN ST,LAFAYETTE,IN,47905,TIPPECANOE COUNTY,1,ARCONIC CORP,201 Isabella St,Pittsburgh,PA,15212,100,331314
1007937,110000416005,2022,Arconic US LLC,4879 STATE STREET,BETTENDORF,IA,52722,SCOTT COUNTY,1,ARCONIC CORP,"201 Isabella Street, Suite 400",Pittsburgh,PA,15212,100,331315
1002800,110000766289,2022,Arcosa Lightweight - Brooks Plant,1797 CORAL RIDGE RD.,Shephersville,KY,40165,BULLITT COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,327999
1003482,110008060187,2022,Streetman Plant,,STREETMAN,TX,75859,NAVARRO COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,327992
1005833,110040943012,2022,Arcosa BR LW LLC ERWINVILLLE DIV,12652 AIRLINE HWY,ERWINVILLE,LA,70729,WEST BATON ROUGE PARISH,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,327992
1005835,110043972001,2022,"Arcosa LW BR, LLC Livingston DIV",201 Industrial St. SOUTH INDUSTRIAL PARK,LIVINGSTON,AL,35470,SUMTER COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,327992
1008054,110025330933,2022,"Standard Forged Products, LLC - McKees Rocks",75 Nichols Avenue,McKees Rocks,PA,15136,ALLEGHENY COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,332111
1012548,110001158167,2022,Arcosa Lightweight - Frazier Park,17410 E Lockwood Valley Rd,Frazier Park,CA,93225,VENTURA COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,
1013060,110070209531,2022,Arcosa Lightweight Indiana,6618 N Tidewater Rd,Mooresville,IN,46158,MORGAN COUNTY,1,ARCOSA INC,"500 N. Akard St., Suite 400",Dallas,TX,75201,100,
1000002,110041175000,2022,Ardagh Glass Inc. (Dunkirk),524 E. CENTER STREET,DUNKIRK,IN,47336,JAY COUNTY,1,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100,327213
